stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
E56BFE14,14768,28.539368,77.156052,Hill Area /Mall,14768
28718892,14769,28.53256,77.150879,B 10/11 Vasant Kunj,14769
95F7CF94,14770,28.531216,77.153687,Manav Sathali School,14770
1D42FB3E,14771,28.529015,77.157768,B 8 Vasant Kunj,14771
351B61DF,14772,28.52673,77.16188,Mother Dairy Kishan Garh,14772
D9134114,14773,28.524454,77.165298,B 3 Vasant Kunj/Central School),14773
BBA025F0,14774,28.5224,77.168251,Kishan Garh,14774
4F68AC9E,14775,28.50635,77.175331,Chhattarpur Metro S,14775
8AB72080,14776,28.536741,77.173279,NIOA(Mass Communiocation),14776
962281A5,14777,28.532116,77.171623,ICSSR,14777
04337EE3,14778,28.527809,77.170135,JNU Sec-13,14778
9F0951E5,14779,28.52663,77.161903,Mother Dairy Kishan Garh,14779
4234616C,14780,28.53091,77.14975,Nelson Mandela Marg T point,14780
895DF10C,14781,28.53768,77.14296,C 9 Vasant Kunj,14781
F29BE1BA,14782,28.694151,77.151031,Netaji Subhash Palace (Wazirpur Depot) Road No 41,14782
0A9DA852,14783,28.6849,77.1492,a 1 kashav puram,14783
318ED70A,14784,28.68585,77.151566,power house lawrance road,14784
001A5320,14785,28.645679,77.204712,Rani Jhansi Marg,14785
26A4AA51,14786,28.598158,77.207108,DELHI GYMKHANA CLUB,14786
DBF58182,14787,28.584085,77.192368,Palika Club,14787
00D0FA96,14788,28.581001,77.195671,chankiya bhawan,14788
93681163,14789,28.569651,77.191452,Africa Avenue,14789
DA146585,14790,28.566475,77.189278,Safdarjung E,14790
8F8277CA,14791,28.561998,77.188545,Green Field S,14791
64A22ABB,14792,28.558855,77.187408,Ch Harsukh Marg,14792
76260568,14793,28.556675,77.184959,Ncc Office,14793
B83AF4F9,14794,28.637314,77.207214,Rk Ashram Metro Station,14794
CA60178D,14795,28.635201,77.205498,Gole Market,14795
3DC8A4F6,14796,28.616024,77.336914,CSD Market,14796
8D980CC0,14797,28.612835,77.31884,Kondali Xing,14797
68B7973E,14798,28.616217,77.286118,Samas Pur Jagir Village,14798
79F6CCC7,14799,28.574181,77.168869,R K Puram Sec 8,14799
9717D632,14800,28.57725,77.1689,Rao Tula Ram Marg,14800
5E8FAB3F,14801,28.599918,77.299156,OCS Apartments,14801
1BDA7389,14802,28.605961,77.287544,Mayur Vihar Phase-1 X-Ing,14802
49C1DF60,14803,28.6101,77.285202,Pusta xing,14803
C366FD87,14804,28.634125,77.110397,Subhash Nagar J Block,14804
0FD8C6FE,14805,28.635317,77.117584,subhash nagar,14805
0BCAF806,14806,28.576599,77.213402,Vikas Sadan,14806
F0C4B201,14808,28.558332,77.17215,Vasant Vihar Depot,14808
C1C700F3,14809,28.545967,77.165634,Godawari Hostel,14809
E1E7AA31,14810,28.545189,77.16468,Central School (MCKR),14810
442A7AF7,14811,28.542757,77.165474,Administration Block,14811
55981593,14812,28.53828,77.164383,Paschima Bad,14812
42595B1C,14813,28.534397,77.169846,Poorvanchal Hostel,14813
7175465F,14814,28.600847,77.192558,UK High Commision,14814
FFE397E5,14815,28.563242,77.188705,Safdarjung Enclave,14815
B3025139,14816,28.566601,77.176003,Mohan Singh Market,14816
B52E1553,14817,28.570601,77.172699,R K Puram Sec-7,14817
44E858C1,14819,28.557217,77.174393,Munirika Vihar,14819
BC9ED77F,14820,28.554911,77.164551,CPWD Colony Vasant Vihar,14820
14ED6D6C,14821,28.659885,77.288536,vishwas nagar dda flat,14821
8E55F532,14822,28.66013,77.302452,Vishwas Nagar CBD Ground,14822
A9988684,14823,28.56111,77.167747,Poorvi Marg,14823
B4D603CF,14824,28.558933,77.173828,Munirka Village (T),14824
6926A60E,14825,28.632942,77.301933,Mithla Apartment,14825
F1927110,14826,28.588123,77.176132,Nanak Pura Comunity Centre,14826
BF88C786,14827,28.594524,77.16581,bus stop for school childern,14827
42851269,14828,28.707148,77.164764,jhulelal mandir,14828
65DFE187,14829,28.710526,77.160484,Shalimar Bagh Community Centre,14829
D78ED77C,14830,28.717958,77.158287,shalimar crossing,14830
8D817BBA,14831,28.72263,77.152115,haider pur hospital,14831
E4A9D34A,14832,28.72406,77.146904,Haider Pur Village,14832
0A059C24,14833,28.527349,77.232162,ps madan gir,14833
583EB738,14834,28.841749,77.085609,NARELA RAILWAY X-ING,14834
D6DE3BED,14835,28.682297,77.054222,Qamruddin Nagar Terminal,14835
F0BFA6B1,14836,28.613575,76.979584,NAJAFGARH NANGLOI STAND,14836
C8651FB5,14837,28.855043,77.08931,shafiabad more,14837
01D9D1C5,14838,28.628727,76.997719,Dk Depot,14838
FB91CA52,14839,28.61615,76.983795,Najafgarh N Stnd,14839
DE2457E0,14840,28.600025,77.125153,P.S. Sadar Bazar,14840
C3C8E579,14841,28.596535,77.140709,Mall Road/Delhi Cantt.,14841
703ED367,14842,28.607586,77.10463,D Block Janakpuri (Pankha Road),14842
D0B520BE,14843,28.60532,77.109856,Old Nangal Bridge (Pankha Road),14843
64B67B45,14844,28.60523,77.116272,Old Nangal,14844
094ABB37,14845,28.584156,77.091209,Palam Railway X ing,14845
9CC9704C,14846,28.57272,77.121017,HANUMAN MANDIR,14846
68EA374D,14847,28.569418,77.123314,Palam Airport Bypass,14847
87ADA323,14848,28.5177,77.189011,Jain Mandir,14848
6CDA7F88,14849,28.550451,77.060196,Dwarka Sec-22/25,14849
D5BB0DC4,14850,28.556919,77.053078,Keshav Kunj / Pochan Pur Crossing,14850
EE3651A6,14851,28.589312,77.068283,President Cabinet Apartment,14851
05413343,14852,28.587805,77.066856,Dwarka 6/10 Xing,14852
69B70A68,14853,28.581556,77.062263,Sector 8 DTC Bus Depot,14853
DFFBF924,14854,28.576199,77.069336,Sector 9 Metro Station,14854
BF298AAF,14855,28.625767,77.234329,Mandi House,14855
C853EA52,14856,28.606016,77.198631,Chanakya Puri Police Station,14856
3C8F9B7D,14857,28.603189,77.182884,malcha marg,14857
A1F4ACE3,14858,28.596104,77.169823,Taj Hotel,14858
0B2ED42F,14859,28.59655,77.1408,Mall Road Delhi Cantt.,14859
72C569EF,14860,28.5966,77.125702,P S Sadar Bazar,14860
AFCF7CD8,14861,28.616329,77.095322,Janakpuri C3,14861
F476CF59,14862,28.612801,77.086197,Dabri Xing,14862
04B9AF10,14863,28.590429,77.08271,Mangla Puri Xing,14863
D9E63051,14864,28.553762,77.13195,Mahipal Pur Extension,14864
A5C17CF7,14865,28.53186,76.986565,Badu Sarai,14865
97E5CDA7,14867,28.555599,77.218079,Gargi College,14867
508880C5,14868,28.595209,77.051979,Dwarka sec 4 / 5 Xing,14868
A435D5C7,14869,28.6409,77.195053,Ravinder Rangshala,14869
D7E97BE6,14870,28.586996,77.087593,Mangla Puri X-ing / Dwarka Gate,14870
33641941,14871,28.586346,77.031792,GOYLA VILLAGE BUS STAND,14871
7CDDF596,14872,28.537447,77.096001,Samlakha Xing,14872
A531BFFB,14873,28.619352,77.286217,Mother Dairy,14873
AA86A81F,14874,28.618914,77.075172,A-2 Janak Puri Telephone Exchange,14874
578A11B1,14875,28.621758,77.06945,Chander Nagar,14875
1EC55DF2,14876,28.632172,77.305832,New Surya Kiran Apartment,14876
1697DCE6,14877,28.597136,77.171608,Sardar Patel Marg,14877
5A34A517,14878,28.612436,77.10965,Delhi Cantt. Railway Bridge,14878
443099BA,14879,28.626137,77.068451,Uttam Nagar Terminal,14879
435845EC,14880,28.603367,77.070984,Binda Pur 60 Foota Road,14880
BA03FB1B,14881,28.614307,77.08548,Seeta Puri Ext,14881
CC992D83,14882,28.792816,76.962509,Jat Khore,14882
DAA9A6E8,14883,28.559252,77.003357,Chhawala Extn.,14883
12BB1AD8,14884,28.651199,77.158501,Shadipur DTC Colony Metro Station,14884
2C275CCF,14885,28.613884,76.982468,Najafgarh Nangloi Stand,14885
FAB7B96F,14886,28.605083,77.052383,Matiyala Xing,14886
59154DE4,14887,28.567316,77.132957,Raksha S Bhawa,14887
64A5EE54,14888,28.575216,77.153175,Singhnal Enclave,14888
B39F7E69,14889,28.597473,77.064636,Dwarka Sector-5,14889
D3F3F0CD,14890,28.586784,77.043373,Dwarka Sector-11 SBI,14890
B34157A6,14891,28.59218,77.074608,Kaveri Appartment Dwarka Sec-6,14891
65B72DBD,14892,28.579865,77.100883,Sampada Bhawan,14892
FB60A49E,14893,28.584764,77.114998,More Lines,14893
3F34498C,14894,28.59214,77.075569,MANGLA PURI TERMINAL,14894
1380472E,14895,28.600466,77.059715,PALAM COLONY,14895
89736BDE,14896,28.613379,77.234558,Patiala House Court,14896
214145B9,14897,28.596329,77.123154,Ps Sadar Bazar,14897
1C483871,14898,28.590256,77.068985,Dwarka Sector-7 Princess Park Apartment,14898
971FF159,14899,28.582977,77.062767,President Cabinet Appt,14899
A4D2C38F,14900,28.578619,77.059029,Dwarka Court,14900
0761983A,14901,28.62538,77.231682,Ashok Road,14901
B32B7FF7,14902,28.59511,77.052399,Dwarka sec 4 / 5 Xing,14902
86951510,14903,28.58436,77.046806,Dwarka Sec-19 Pkt-3,14903
25E72033,14904,28.580641,77.052162,Dwarka Sec-10 Terminal,14904
9B6D5356,14905,28.584078,77.091049,Palam R Xing,14905
E2AC0B44,14906,28.592897,77.080452,Palam Health Centre,14906
57BFD726,14907,28.59535,77.070099,J M International School,14907
A93D7932,14908,28.612904,77.10965,Nangal Raya,14908
2ACDB5CB,14909,28.610882,77.092155,Janak Cinema,14909
9436673D,14910,28.58445,77.046928,Dwarka Sec-19 Pkt. -3,14910
F70C9088,14911,28.580854,77.052391,Dwarka Sec-10 Terminal,14911
B79489CA,14912,28.610796,77.083389,Seeta Puri Ext,14912
CFFBF05A,14913,28.584595,77.068375,amrahi crossing (ramphal chowk),14913
49E8A015,14914,28.575834,77.071373,BSF Camp,14914
52D9999D,14915,28.568895,77.068176,s p g complex spg sector-8,14915
CB2BFE6B,14916,28.565859,77.069588,Dwarka Metro Station Sec-8,14916
70E87C01,14917,28.560114,77.071541,shahbad mohd. school,14917
97036B63,14918,28.607552,77.140739,Base Hospital,14918
FD7F09B8,14919,28.592861,77.121399,Sadar B D Cant,14919
4E9B64B3,14920,28.583109,77.116493,Iol Dc,14920
3D086FF6,14921,28.575729,77.115021,Air Force M,14921
F53EF9DF,14922,28.578291,77.106567,NHW 8,14922
21E28DE4,14923,28.545765,77.123253,Mahipal Pur Crossing,14923
D882C765,14924,28.621264,77.110825,Naraini Mandir,14924
812FB9BD,14925,28.611702,76.979134,JHARODA XING,14925
C64065C8,14926,28.6549,76.981995,neelwalcrossing,14926
374D0EEE,14927,28.620781,77.199982,North Avenue,14927
01276DEB,14928,28.639746,77.104477,Nangali Jalib,14928
217BC4AB,14929,28.615747,77.081749,Janak Puri B 1,14929
E0196273,14930,28.641743,77.082077,H 3 Vikas Puri,14930
768477CC,14931,28.607988,76.947334,KAIR WOMEN COLLEGE,14931
705F47A4,14932,28.628901,77.075699,Dholi Piao,14932
5987FD90,14933,28.598686,76.989479,BDO Office,14933
53895715,14934,28.566351,76.975807,Ayudham Society,14934
344E2EB6,14935,28.632999,77.085701,Janakpuri East Metro Station/ Nangli Zalib,14935
6D3E0077,14936,28.646963,77.271645,SDM Office,14936
75B44C02,14937,28.638521,77.269691,Kishan Kunj,14937
BF6D8D49,14938,28.627398,77.244232,Govt Press,14938
9EF8F8AC,14939,28.638668,77.179398,Shankar Road,14939
7DDE9215,14940,28.650761,77.126236,Mukharji Park,14940
D3615237,14941,28.638556,77.107681,Ajanta Cinema,14941
81CBC3D3,14942,28.636366,77.107819,Kachha Tihar,14942
104D7156,14943,28.634386,77.110329,subhash nagar j block,14943
BDE47331,14944,28.635319,77.117584,subhash nagar,14944
0DA530C2,14945,28.638699,76.960579,CRPF Jharoda 1,14945
BAE4E419,14946,28.63306,77.086754,Janak Puri East Metro St.,14946
C9E52076,14947,28.629824,76.965813,Navin Palace,14947
FF27D3B8,14948,28.633484,76.963661,Saraswati Kunj Jharoda,14948
36F25718,14949,28.60811,76.951279,DESU OFFICE MITRAO,14949
995B73AA,14950,28.519016,76.899918,Galib Pur Xing,14950
64183C86,14951,28.532745,76.884758,Sarangpur,14951
54C94073,14952,28.591192,76.993279,Jathikra Xing,14952
3FBDC9D5,14953,28.618813,77.093079,district park janak puri,14953
B6CD5476,14954,28.643373,77.11174,TITAR PUR,14954
77D92081,14955,28.619934,77.110794,Naraini Mandir,14955
E3E81E65,14956,28.650078,77.183418,Sat Nagar Sablania Chowk,14956
E07B73CE,14957,28.65914,77.111183,Raghubir Nagar Gurudwara,14957
0D31F54D,14958,28.653418,77.109131,Baba Ramdev Mandir,14958
47590FE4,14959,28.544264,76.970863,DAULATPUR CROSSING,14959
B53D3184,14960,28.682121,77.058075,NANGLOI JJ COLONY-2,14960
E763DFCB,14961,28.616247,77.095268,C-4H Janakpuri,14961
2E356A7E,14962,28.642418,77.177437,Rachna cinema  Rajender Place,14962
69A79AD9,14963,28.652248,77.106499,Raghubir Nagar F Block,14963
589C38AA,14964,28.63438,77.089302,Ganesh Nagar Check Post,14964
4EC3F16B,14965,28.636133,77.061066,lig flats hasthshal,14965
00293529,14966,28.646858,77.054558,hasthshal jj colony,14966
5EB94887,14967,28.625448,77.066444,Uttam Nagar Terminal,14967
06E7BD86,14968,28.707951,77.125267,Rohini Sec 7 8 Xing,14968
9EDC4DE3,14969,28.7117,77.1203,Rohini Sec-9,14969
862535BE,14970,28.7246,77.129135,Vidya Marg Crossing,14970
CB084875,14971,28.730511,77.132645,Rohini Sec 15,14971
6692D0BC,14972,28.736998,77.130623,Rohini Sec 15 E,14972
5C63C277,14973,28.705948,77.128029,Rohini Sec 7 8 Xing,14973
370722A4,14974,28.715435,77.122139,Pratibha School Rohini Sec 9,14974
AB7391C6,14975,28.707676,77.134514,Power House Pitam Pura,14975
89FFBF0B,14976,28.732567,77.152,GTK Bypass / Mukraba Chowk,14976
EBDEA68F,14977,28.836163,77.09211,Munim Ji Ka Bagh,14977
7D746D87,14978,28.842104,77.086693,NARELA OLD MANDI,14978
3704E816,14979,28.842913,77.088043,LAMPUR MORE,14979
3D501E89,14980,28.852242,77.088226,Narela Terminal,14980
874A3223,14981,28.631744,77.072594,Vikas Puri A Block,14981
CFF1A5FE,14982,28.69973,77.145462,ND- Block Pitam Pura,14982
09C1FA28,14983,28.722822,77.110283,Rohini sec-11  Pocket-A,14983
46070F77,14984,28.732084,77.11834,Rohini SFS Flats,14984
F745C381,14985,28.747225,77.09095,Maha Dev Chowk,14985
82C6B507,14986,28.753948,77.092072,Rohini Sector-28,14986
0B74A87B,14987,28.766195,77.100159,Rohini Sec-27 Temple,14987
4997E26A,14988,28.63682,77.12838,Mayapuri Depot,14988
041B5092,14989,28.697491,77.133957,Dtc Colony Pitam Pura,14989
325B77B2,14990,28.70215,77.090652,Mangol Puri D Block,14990
3CF75481,14991,28.668844,77.099503,Mother Dairy P Puri,14991
94409F59,14992,28.668873,77.098862,Paschim V W T,14992
94E01C58,14993,28.669292,77.092346,Guru Hari K N,14993
B2263176,14994,28.6702,77.085274,Paschim V Gh13,14994
F91DD3FE,14995,28.67034,77.083885,Ram Mandir P V,14995
75695B4C,14996,28.670286,77.083092,Gh12 P Vihar,14996
85E9DA46,14997,28.661802,77.081551,Nihal Vihar X,14997
CE6CD40C,14998,28.6583,77.108612,vishnu garden nw chowk,14998
DAE99EE3,14999,28.654751,77.121246,shivaji college,14999
D70E56F5,15000,28.654671,77.124695,Raja Garden Terminal,15000
93CCE187,15001,28.684175,77.165344,Wazir Pur JJ Colony Xing,15001
FBEE577F,15002,28.718397,77.070076,Rohini Sector-21,15002
5170D2C5,15003,28.663532,77.207405,Dcm Chowk,15003
247D0BD4,15004,28.657759,77.203529,Id Ghah,15004
10A5FFEA,15005,28.682007,77.064934,Nangloi Metro Station,15005
A4D9A4D6,15006,28.664358,77.052849,Nilothi Crossing,15006
ABD2CF26,15007,28.640882,77.011482,Baprola Village,15007
800EACFD,15008,28.643518,77.016319,Nfg Chawala Stand,15008
AAF3F0D2,15009,28.696285,76.997658,Ghevra Village,15009
9305B757,15010,28.708952,76.982536,Nizam P S,15010
1253DF99,15011,28.726637,76.965652,Garhi R Vill,15011
B90948D9,15012,28.703194,77.168457,SHALIMAR BAGH CROSSING,15012
CB6DBB42,15013,28.677343,77.111565,New Multan Nagar,15013
E271B61B,15014,28.68685,76.974625,Pvc Market,15014
DB04A254,15015,28.7283,77.092598,Sec-24 Rohini,15015
47A465E4,15016,28.686487,77.026031,West Blk Frd Enc,15016
E658078E,15017,28.689676,77.029648,mundka metro station,15017
79486364,15018,28.693859,77.027893,West Blk Frd Enc,15018
B9BF800A,15019,28.569361,77.123344,Police Cly M Nagar,15019
1979C8B0,15020,28.430325,77.226021,bhati mines,15020
F064B1BE,15021,28.429712,77.220917,indira nagar,15021
1ACD2BEA,15022,28.43627,77.204979,RADHA SWAMI SATSANG,15022
74C3E2B1,15023,28.44232,77.191711,sp school,15023
E8220A9B,15024,28.450649,77.183884,Dera More,15024
124BC7D9,15025,28.45491,77.183578,Harasawroop Colony,15025
1C7D81EC,15026,28.459749,77.184776,Fatehpur Beri,15026
33E23063,15027,28.458727,77.18586,Shani Dham Mandir,15027
842DD437,15028,28.468451,77.187096,Chandan Holla,15028
A079954B,15029,28.484287,77.18605,Satbari Village,15029
2288EC4F,15030,28.493143,77.184662,Nanda Hospital,15030
1B988B43,15031,28.497936,77.184547,Chhatarpur Extension,15031
21DED47D,15032,28.50436,77.180786,chhatarpur xing (jain mandir),15032
B0ED2A8F,15033,28.569345,77.123436,Palam Airport Bypass,15033
83879F68,15034,28.773149,76.993584,govt. tube well,15034
0EF6D0FA,15035,28.840506,77.083778,VISHAL BAGH,15035
72677ACF,15036,28.648001,77.200897,Karol Bagh Terminal,15036
001D39E5,15037,28.701599,77.117203,ROHINI SECTOR 7/8 Xing,15037
1DF1243D,15038,28.704399,77.113197,Nahar Pur Village,15038
89B9B944,15039,28.706499,77.110199,Ayodhya Chowk,15039
8895375B,15040,28.709332,77.105759,Rohini Sec. 3-4/5-6 xing,15040
71BF5BF7,15041,28.7027,77.099693,Rohini Sector-1 Avantika,15041
3AF134A2,15042,28.713831,77.070915,Rohini Sec 21,15042
E5A26685,15043,28.687519,77.114494,bal bharti public school,15043
F80ACFFA,15044,28.688183,77.108368,parwana road,15044
B35516EB,15045,28.734026,77.004906,Kanjhawala Village,15045
A11849EF,15046,28.642691,77.172943,East Patel Nagar,15046
D6AFAF3D,15047,28.692415,77.086723,Chhath Park Mangol Puri,15047
F7E6D2F9,15048,28.751339,77.014404,Chand Pur Xing,15048
193D35AD,15049,28.713921,77.027924,Meer Vihar,15049
1E36422B,15050,28.625317,77.004845,sattam vihar,15050
711DD1F8,15051,28.659719,77.014305,bakkar wala flat,15051
15739068,15052,28.66291,77.017921,bakkar wala jj colony,15052
86113E22,15053,28.61035,77.233521,Art Gallery,15053
85C72E08,15054,28.695679,77.07357,B Block Sultan Puri,15054
D9B829D8,15055,28.602118,77.217651,Claridges Hotel,15055
C6CA29E1,15056,28.705,77.121803,Nav Durga Mandir,15056
4121F0EB,15057,28.7031,77.120102,hanuman mandir sec 8,15057
BFDDAFB3,15058,28.704399,77.113602,Nahar Pur Village,15058
B383C762,15059,28.590363,77.223648,Lodhi Road Crossing,15059
7DC006A7,15060,28.730597,77.122047,Rohini Sector - 7/8 Xing,15060
1296D5A4,15061,28.591309,77.244873,Hazarat Nizamuddin,15061
7D7611EC,15062,28.596767,77.217682,Prithvi Raj Road Crossing,15062
2268C502,15063,28.681412,77.155693,Tri Ngr Jai Mata Mkt Terminal,15063
DFBA90FB,15064,28.69206,77.120087,Parvana R Xing,15064
49003FB9,15065,28.692135,77.105507,Bal Bharti School P R,15065
991F5335,15066,28.692591,77.327415,DLF Crossing,15066
F1FBBEA1,15067,28.697441,77.314758,Gagan Cinema (Wazirabad Road),15067
5EEC5898,15068,28.706381,77.168663,Shalimar Bagh B Block,15068
4F9A1A33,15069,28.829947,77.049095,Ghoga Village,15069
2BCC4F5A,15070,28.61937,77.201752,north block lane,15070
4F36B28F,15071,28.6453,77.168297,South Patel Nagar (Metro Station),15071
5287157E,15072,28.686008,77.136116,rajdhani enclave,15072
186D6524,15073,28.711342,77.120338,Rohini Sec 9,15073
7FF6CEBB,15074,28.698002,77.043358,Mubarak Pur Dabas,15074
75CE8AD1,15075,28.842716,77.088661,BAL BICHU GHAR,15075
B365F115,15076,28.841288,77.085289,NARELA RAILWAY X-ING,15076
E0224B73,15077,28.6105,77.240196,National Stadium,15077
14EBDE65,15078,28.695503,77.101212,Mangolpur Kalan Village,15078
A4452B8E,15079,28.693371,77.072723,Sultan Puri AB Block,15079
C779A917,15080,28.713139,77.109276,Rohini Sec 3-4-5-6 Crossing,15080
45F27227,15081,28.699751,77.146004,Pitampura ND Block,15081
C78E25D9,15082,28.627567,77.197327,BIRLA MANDIR,15082
5098D6E2,15083,28.723114,77.128296,VIDYA VIHAR MARG,15083
3C1FD1A2,15084,28.595501,77.199654,HOTEL SAMRAT ASHOK,15084
52E7115E,15085,28.598234,77.207283,DELHI GYMKHANA CLUB,15085
4DA3A469,15086,28.622017,77.208534,PATEL CHOWK,15086
F288C7FF,15087,28.719625,77.108459,Rithala Vill Xing,15087
04D945C7,15088,28.729742,77.09478,SECTOR  24 ROHINI Nallah,15088
1FB91E40,15089,28.743843,77.085876,ROHINI SECTOR 25 Deep Vihar,15089
8E04AE2B,15090,28.632467,77.215652,Shivaji Stadium Terminal,15090
A98EC657,15091,28.721001,77.078598,Rohini Sec 23 Pocket C,15091
CD58059E,15092,28.632942,77.240997,Express Building-DC2809,15092
2CDE84A6,15093,28.625929,77.216225,Jantar Mantar,15093
AD8479AA,15094,28.627666,77.215805,Palika Kender,15094
6E92E359,15095,28.592018,77.05822,Dwarka Sector-6/10- 5/11 Xing,15095
5BC2A22C,15096,28.601984,77.025826,dwarika sec-14 metro stn.,15096
A5FB9705,15097,28.597563,77.063004,dwarka sec-5,15097
7B82F5D0,15098,28.59412,77.060104,Kaveri Appartment Dwarka Sec-6,15098
D56D8C26,15099,28.585226,77.052544,Pritibha School,15099
AC201589,15100,28.582787,77.050461,dwarka sec-11,15100
3C46D78D,15101,28.586697,77.043304,Dwarka Sector-11 SBI,15101
A9828560,15102,28.588362,77.040802,dwarka sec-18A,15102
04249E6A,15103,28.589716,77.038811,Dwarka Sec-18 Global School,15103
4318379F,15104,28.589075,77.031509,dwarka sector-18b,15104
D49E935D,15106,28.588238,77.063408,Dwarka Sector-10/11,15106
83AF7864,15107,28.586493,77.053436,Dwarka Sector-18/18A,15107
EF184867,15108,28.58779,77.066658,Princes Apartment Sec-7,15108
7AE90F41,15109,28.560986,77.059875,Mount Carmel School,15109
B117B76F,15110,28.559807,77.058952,Bank Vihar,15110
B124F5C2,15111,28.558174,77.057945,Co-Ed. School Dwarka,15111
7A23B6E0,15112,28.555515,77.055832,classic Appartment,15112
1FBDEC58,15113,28.562624,77.057503,Harmony Apartment,15113
2683B9E3,15114,28.564785,77.054916,Dwarka Sec-23 Mall,15114
4321FCDA,15115,28.565077,77.049911,Dwarka Sec 23 / Pochan Pur Village,15115
8E9AC22B,15116,28.555433,77.176353,Munirka DDA Flats,15116
86E78538,15117,28.5965,77.135803,Shastri Bazar,15117
C3A755E8,15118,28.590633,77.125397,Palam Crossing,15118
AF99A5EA,15119,28.636517,77.095543,Tilak Nagar Terminal,15119
F87B4D55,15120,28.709545,77.081108,Krishna Vihar,15120
2E788417,15121,28.815159,77.008003,Harewali Xing,15121
D77BA5D1,15122,28.74926,77.084877,Prehlad Pur Mandir,15122
D9721D89,15123,28.72473,77.12928,VIDYA VIHAR MARG,15123
9BF8B4F4,15124,28.798388,77.035149,Dsidc Sec  1,15124
4E010C23,15125,28.632099,77.07843,Vikas Kunj,15125
A539D7F2,15126,28.562616,77.110451,AMPC Office,15126
5C2B2551,15127,28.555815,77.097588,Cargo / Express Terminal Gate,15127
11E41BF8,15128,28.562935,77.109001,IGI Terminal 3,15128
3A6FCCCA,15129,28.655558,77.236084,REDFORT,15129
65045E50,15130,28.662399,77.206001,D C M CHOWK,15130
5DAF05C8,15131,28.667236,77.209038,PALACE CINEMA,15131
98EB662F,15132,28.681446,77.177322,LAKHSHMI BAI COLLEGE,15132
848D18B9,15133,28.696674,77.170151,WAZIRPUR INDUSTRIAL AREA,15133
F716D647,15134,28.709843,77.169952,AZAD PUR NEW SUBZI MANDI,15134
42B06384,15135,28.799072,77.035149,Bawana Sec 5,15135
238CFBDF,15136,28.644709,77.218559,N.D. Rly. Station Gate No. 2,15136
5AF36C85,15137,28.632299,77.084648,Janakpuri East Metro Station/ Nangli Zalib,15137
9D04B363,15138,28.6096,76.982697,Dansa Crossing Najafgarh,15138
1C066BA2,15139,28.603924,77.319916,Summer Villa School,15139
D0D54384,15140,28.859514,77.099503,A-5/6 Narela X-ing,15140
C5BA6CAD,15141,28.522022,77.293816,Haldiram,15141
0686739F,15142,28.610117,77.19915,South Enclave,15142
8C2DF67C,15143,28.530115,77.155731,B- 8-9 (GOYANK SCHOOL) VASANT KUNJ,15143
95C6D8C6,15144,28.52095,77.165138,Kishan Garh 2,15144
4BA44801,15145,28.6257,77.214424,Ps Parliamt S,15145
E793AB6F,15146,28.632219,77.305939,New Surya Kiran Apartment,15146
13CFFD97,15147,28.643866,77.224335,kamla market,15147
91859629,15148,28.64452,77.223625,Kamla Market / Ajmeri Gate,15148
4C22A53B,15149,28.646002,77.208092,Police Station Paharganj,15149
DEF76C0E,15150,28.614729,77.190063,11Murti,15150
98D55547,15151,28.621897,77.086227,C-2A Janakpuri,15151
367817A3,15152,28.621557,77.083267,A-5B janakpuri,15152
55D42EDC,15153,28.643084,77.225998,PS Kamla Market,15153
10B976F4,15154,28.6598,77.188797,Liberty Cinema,15154
F73E71C2,15155,28.6917,77.082047,Sultan Pur X- ing,15155
3B405127,15156,28.617233,77.339569,Mayur Vihar Phase III Terminal / Paper Market,15156
C4BC9590,15157,28.70653,77.110527,Ayodhya Chowk,15157
FF11F1FA,15158,28.703199,77.119904,Hanuman Mandir Sec-8,15158
C951AF92,15159,28.705231,77.121696,Nav Durga Mandir,15159
8C069464,15160,28.708111,77.12542,Rohini Sector-7-8 Xing,15160
20E74AB4,15161,28.602633,77.043221,Dwarka Sec 3-4,15161
882B43E9,15162,28.62915,77.221832,Scindia House / Kailash Bhawan,15162
9DE815F6,15163,28.628401,77.209702,Gurudwara Bangla Sahib,15163
8EEFAE82,15164,28.63228,77.205368,Gole Market (Bhai Veer Singh Marg),15164
88B8919F,15165,28.693241,77.152008,TV Tower Pitam Pura,15165
C69D975B,15167,28.556561,77.372032,hindon vihar more,15167
F88FB427,15168,28.559931,77.369583,baroula village,15168
97ED81AB,15169,28.532177,77.287117,Sarita Vihar Under Pass,15169
E138B6A6,15170,28.843695,77.181946,jaipur golden transport,15170
8C3124FC,15171,28.857838,77.185257,Palla Xing,15171
3FA24110,15172,28.672104,77.207062,Ps Old Sabzi M,15172
1E0834AB,15173,28.653687,77.2099,Motia Khan,15173
7F9366C5,15174,28.642616,77.227058,Jwahar Lal Nehru Marg,15174
8B108CB8,15175,28.614531,77.321381,kalyan puri xing,15175
D8EBF324,15176,28.641375,77.315674,Gazipur Depot,15176
69FD14AC,15177,28.6432,77.316299,Mahrajpur Check Post,15177
E555C823,15178,28.660431,77.319893,Ram Prastha Crossing,15178
02C20C38,15179,28.682751,77.33168,Sayeed Nagar More,15179
70554B9D,15183,28.59985,77.350761,Noida Sec 57 Xing,15183
F70E1C90,15184,28.599171,77.345551,Noida Sec 22 Shiv Mandir,15184
E2856150,15185,28.561275,77.337669,Sec 37 Chowk,15185
